TransactionID,CustomerID,Age,Gender,Marital Status,Income,Date,ProductID,Product Name,Price_x,Qty,TotalAmount,StoreID,StoreName,GroupStore,Type,Latitude,Longitude
TR70238,23,57,1,Married,"12,56",2022-04-14,P4,Potato Chip,12000,2,24000,13,Buana,Buana,General Trade,-1.26916,116.825264
TR48587,23,57,1,Married,"12,56",2022-08-22,P3,Crackers,7500,5,37500,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666
TR69307,23,57,1,Married,"12,56",2022-01-10,P8,Oat,16000,1,16000,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666
TR70098,23,57,1,Married,"12,56",2022-09-24,P5,Thai Tea,4200,3,12600,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666
TR89294,23,57,1,Married,"12,56",2022-05-02,P1,Choco Bar,8800,3,26400,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379
TR8482,438,36,1,Single,"5,43",2022-10-31,P10,Cheese Stick,15000,2,30000,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR94304,438,36,1,Single,"5,43",2022-03-07,P7,Coffee Candy,9400,5,47000,7,Buana Indah,Buana,General Trade,3.316694,114.590111
TR56131,438,36,1,Single,"5,43",2022-08-14,P9,Yoghurt,10000,6,60000,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643
TR73213,438,36,1,Single,"5,43",2022-07-27,P9,Yoghurt,10000,4,40000,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643
TR39221,438,36,1,Single,"5,43",2022-12-26,P4,Potato Chip,12000,1,12000,5,Bonafid,Gita,General Trade,-7.250445,112.768845
TR40452,438,36,1,Single,"5,43",2022-12-15,P9,Yoghurt,10000,1,10000,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238
TR48604,438,36,1,Single,"5,43",2022-05-18,P4,Potato Chip,12000,2,24000,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753
TR60485,438,36,1,Single,"5,43",2022-02-18,P2,Ginger Candy ,3200,4,12800,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753
TR45142,438,36,1,Single,"5,43",2022-01-06,P10,Cheese Stick,15000,4,60000,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513
TR34368,438,36,1,Single,"5,43",2022-03-04,P2,Ginger Candy ,3200,5,16000,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529
TR88599,438,36,1,Single,"5,43",2022-07-01,P10,Cheese Stick,15000,1,15000,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529
TR39268,438,36,1,Single,"5,43",2022-04-03,P10,Cheese Stick,15000,5,75000,13,Buana,Buana,General Trade,-1.26916,116.825264
TR59812,438,36,1,Single,"5,43",2022-09-10,P5,Thai Tea,4200,2,8400,13,Buana,Buana,General Trade,-1.26916,116.825264
TR45013,438,36,1,Single,"5,43",2022-12-12,P7,Coffee Candy,9400,5,47000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554
TR85437,188,46,1,Married,"25,22",2022-12-03,P3,Crackers,7500,4,30000,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR71416,188,46,1,Married,"25,22",2022-09-24,P5,Thai Tea,4200,5,21000,5,Bonafid,Gita,General Trade,-7.250445,112.768845
TR99810,188,46,1,Married,"25,22",2022-11-09,P8,Oat,16000,2,32000,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238
TR54637,188,46,1,Married,"25,22",2022-05-17,P9,Yoghurt,10000,3,30000,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753
TR91932,188,46,1,Married,"25,22",2022-08-22,P1,Choco Bar,8800,2,17600,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753
TR33755,188,46,1,Married,"25,22",2022-02-18,P9,Yoghurt,10000,4,40000,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513
TR4998,188,46,1,Married,"25,22",2022-03-19,P5,Thai Tea,4200,4,16800,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529
TR54885,188,46,1,Married,"25,22",2022-03-04,P1,Choco Bar,8800,5,44000,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529
TR32500,188,46,1,Married,"25,22",2022-11-18,P1,Choco Bar,8800,3,26400,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554
TR74706,188,46,1,Married,"25,22",2022-05-22,P1,Choco Bar,8800,5,44000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554
TR8584,293,54,0,Married,"10,4",2022-09-14,P8,Oat,16000,3,48000,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR40082,293,54,0,Married,"10,4",2022-02-01,P3,Crackers,7500,3,22500,7,Buana Indah,Buana,General Trade,3.316694,114.590111
TR66060,293,54,0,Married,"10,4",2022-12-02,P2,Ginger Candy ,3200,3,9600,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403
TR76988,293,54,0,Married,"10,4",2022-11-20,P8,Oat,16000,2,32000,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403
TR86550,293,54,0,Married,"10,4",2022-03-10,P2,Ginger Candy ,3200,6,19200,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403
TR72787,293,54,0,Married,"10,4",2022-07-01,P8,Oat,16000,1,16000,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238
TR39283,293,54,0,Married,"10,4",2022-02-01,P2,Ginger Candy ,3200,5,16000,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753
TR47724,293,54,0,Married,"10,4",2022-03-06,P7,Coffee Candy,9400,3,28200,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513
TR73573,293,54,0,Married,"10,4",2022-10-26,P5,Thai Tea,4200,2,8400,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513
TR83,293,54,0,Married,"10,4",2022-03-02,P5,Thai Tea,4200,3,12600,13,Buana,Buana,General Trade,-1.26916,116.825264
TR86016,293,54,0,Married,"10,4",2022-03-10,P5,Thai Tea,4200,4,16800,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379
TR11644,293,54,0,Married,"10,4",2022-08-30,P3,Crackers,7500,1,7500,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554
TR12063,293,54,0,Married,"10,4",2022-05-11,P5,Thai Tea,4200,3,12600,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554
TR76486,293,54,0,Married,"10,4",2022-12-23,P10,Cheese Stick,15000,3,45000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554
TR85967,303,45,0,Married,"10,34",2022-03-24,P5,Thai Tea,4200,2,8400,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR43634,303,45,0,Married,"10,34",2022-03-12,P2,Ginger Candy ,3200,4,12800,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403
TR64731,303,45,0,Married,"10,34",2022-07-17,P3,Crackers,7500,5,37500,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403
TR5344,303,45,0,Married,"10,34",2022-04-09,P3,Crackers,7500,6,45000,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643
TR87413,303,45,0,Married,"10,34",2022-10-12,P1,Choco Bar,8800,10,88000,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643
TR56847,303,45,0,Married,"10,34",2022-04-29,P10,Cheese Stick,15000,3,45000,5,Bonafid,Gita,General Trade,-7.250445,112.768845
TR82154,303,45,0,Married,"10,34",2022-02-06,P1,Choco Bar,8800,7,61600,5,Bonafid,Gita,General Trade,-7.250445,112.768845
TR12762,303,45,0,Married,"10,34",2022-03-26,P2,Ginger Candy ,3200,7,22400,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753
TR30057,303,45,0,Married,"10,34",2022-11-26,P4,Potato Chip,12000,4,48000,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753
TR78994,303,45,0,Married,"10,34",2022-04-14,P5,Thai Tea,4200,2,8400,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513
TR85422,303,45,0,Married,"10,34",2022-12-24,P8,Oat,16000,2,32000,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529
TR32741,303,45,0,Married,"10,34",2022-02-26,P7,Coffee Candy,9400,2,18800,13,Buana,Buana,General Trade,-1.26916,116.825264
TR98735,303,45,0,Married,"10,34",2022-04-13,P8,Oat,16000,3,48000,13,Buana,Buana,General Trade,-1.26916,116.825264
TR88153,303,45,0,Married,"10,34",2022-01-14,P5,Thai Tea,4200,3,12600,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666
TR67928,303,45,0,Married,"10,34",2022-04-02,P5,Thai Tea,4200,3,12600,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379
TR7896,303,45,0,Married,"10,34",2022-01-18,P7,Coffee Candy,9400,5,47000,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379
TR86080,187,49,1,Married,"9,18",2022-12-09,P9,Yoghurt,10000,3,30000,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR21772,187,49,1,Married,"9,18",2022-11-22,P9,Yoghurt,10000,5,50000,7,Buana Indah,Buana,General Trade,3.316694,114.590111
TR56984,187,49,1,Married,"9,18",2022-09-11,P4,Potato Chip,12000,3,36000,7,Buana Indah,Buana,General Trade,3.316694,114.590111
TR27463,187,49,1,Married,"9,18",2022-08-21,P10,Cheese Stick,15000,2,30000,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403
TR5274,187,49,1,Married,"9,18",2022-06-11,P4,Potato Chip,12000,1,12000,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403
TR77633,187,49,1,Married,"9,18",2022-09-07,P2,Ginger Candy ,3200,7,22400,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403
TR98921,187,49,1,Married,"9,18",2022-01-17,P8,Oat,16000,2,32000,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643
TR42917,187,49,1,Married,"9,18",2022-05-06,P6,Cashew,18000,2,36000,5,Bonafid,Gita,General Trade,-7.250445,112.768845
TR26197,187,49,1,Married,"9,18",2022-01-24,P10,Cheese Stick,15000,4,60000,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238
TR36472,187,49,1,Married,"9,18",2022-01-29,P6,Cashew,18000,1,18000,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238
TR80247,187,49,1,Married,"9,18",2022-12-13,P5,Thai Tea,4200,2,8400,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238
TR28064,187,49,1,Married,"9,18",2022-04-25,P5,Thai Tea,4200,4,16800,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753
TR19144,187,49,1,Married,"9,18",2022-06-24,P8,Oat,16000,1,16000,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529
TR53948,187,49,1,Married,"9,18",2022-09-07,P10,Cheese Stick,15000,2,30000,13,Buana,Buana,General Trade,-1.26916,116.825264
TR27681,187,49,1,Married,"9,18",2022-12-27,P10,Cheese Stick,15000,5,75000,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666
TR86453,20,43,0,Married,"18,91",2022-12-18,P3,Crackers,7500,4,30000,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR88444,20,43,0,Married,"18,91",2022-10-31,P8,Oat,16000,3,48000,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR43237,20,43,0,Married,"18,91",2022-12-05,P10,Cheese Stick,15000,1,15000,7,Buana Indah,Buana,General Trade,3.316694,114.590111
TR58807,20,43,0,Married,"18,91",2022-01-28,P9,Yoghurt,10000,4,40000,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403
TR81478,20,43,0,Married,"18,91",2022-01-06,P5,Thai Tea,4200,4,16800,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753
TR291,20,43,0,Married,"18,91",2022-01-26,P1,Choco Bar,8800,3,26400,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513
TR78672,20,43,0,Married,"18,91",2022-11-13,P10,Cheese Stick,15000,4,60000,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513
TR74348,20,43,0,Married,"18,91",2022-07-11,P3,Crackers,7500,4,30000,14,Priangan,Priangan,Modern Trade,-5.45,105.26667
TR66506,20,43,0,Married,"18,91",2022-09-11,P1,Choco Bar,8800,5,44000,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529
TR59734,20,43,0,Married,"18,91",2022-02-26,P3,Crackers,7500,3,22500,13,Buana,Buana,General Trade,-1.26916,116.825264
TR34815,20,43,0,Married,"18,91",2022-06-21,P6,Cashew,18000,3,54000,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379
TR37857,20,43,0,Married,"18,91",2022-09-18,P6,Cashew,18000,4,72000,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379
TR62611,20,43,0,Married,"18,91",2022-02-22,P7,Coffee Candy,9400,2,18800,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379
TR12946,20,43,0,Married,"18,91",2022-12-15,P5,Thai Tea,4200,5,21000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554
TR88367,261,46,0,Single,"5,89",2022-11-19,P8,Oat,16000,1,16000,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR64171,261,46,0,Single,"5,89",2022-07-31,P8,Oat,16000,3,48000,5,Bonafid,Gita,General Trade,-7.250445,112.768845
TR83201,261,46,0,Single,"5,89",2022-02-13,P5,Thai Tea,4200,5,21000,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753
TR12381,261,46,0,Single,"5,89",2022-02-19,P9,Yoghurt,10000,6,60000,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513
TR96436,261,46,0,Single,"5,89",2022-07-30,P5,Thai Tea,4200,4,16800,14,Priangan,Priangan,Modern Trade,-5.45,105.26667
TR51740,261,46,0,Single,"5,89",2022-04-29,P2,Ginger Candy ,3200,7,22400,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529
TR88479,195,31,1,Married,"10,91",2022-08-05,P2,Ginger Candy ,3200,7,22400,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR73412,195,31,1,Married,"10,91",2022-12-04,P1,Choco Bar,8800,6,52800,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403
TR95882,195,31,1,Married,"10,91",2022-01-30,P8,Oat,16000,2,32000,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513
TR79595,195,31,1,Married,"10,91",2022-11-05,P7,Coffee Candy,9400,2,18800,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529
TR92013,195,31,1,Married,"10,91",2022-03-29,P3,Crackers,7500,3,22500,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529
TR27258,195,31,1,Married,"10,91",2022-12-28,P3,Crackers,7500,6,45000,13,Buana,Buana,General Trade,-1.26916,116.825264
TR8147,195,31,1,Married,"10,91",2022-11-28,P5,Thai Tea,4200,5,21000,13,Buana,Buana,General Trade,-1.26916,116.825264
TR96548,195,31,1,Married,"10,91",2022-07-26,P9,Yoghurt,10000,7,70000,13,Buana,Buana,General Trade,-1.26916,116.825264
TR48254,195,31,1,Married,"10,91",2022-08-28,P8,Oat,16000,1,16000,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379
TR4767,195,31,1,Married,"10,91",2022-12-09,P10,Cheese Stick,15000,5,75000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554
TR64560,195,31,1,Married,"10,91",2022-01-30,P4,Potato Chip,12000,1,12000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554
TR88584,309,23,0,Single,"3,03",2022-12-19,P5,Thai Tea,4200,4,16800,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR20273,309,23,0,Single,"3,03",2022-11-09,P7,Coffee Candy,9400,6,56400,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403
TR1566,309,23,0,Single,"3,03",2022-12-30,P7,Coffee Candy,9400,6,56400,5,Bonafid,Gita,General Trade,-7.250445,112.768845
TR69359,309,23,0,Single,"3,03",2022-06-11,P3,Crackers,7500,1,7500,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513
TR6162,309,23,0,Single,"3,03",2022-08-30,P1,Choco Bar,8800,8,70400,13,Buana,Buana,General Trade,-1.26916,116.825264
TR61118,309,23,0,Single,"3,03",2022-11-30,P2,Ginger Candy ,3200,6,19200,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666
TR99670,309,23,0,Single,"3,03",2022-03-09,P1,Choco Bar,8800,2,17600,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379
TR90060,309,23,0,Single,"3,03",2022-05-06,P3,Crackers,7500,2,15000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554
TR88766,37,51,0,Married,"17,11",2022-08-19,P1,Choco Bar,8800,8,70400,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR84302,37,51,0,Married,"17,11",2022-04-13,P8,Oat,16000,3,48000,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403
TR39821,37,51,0,Married,"17,11",2022-10-30,P7,Coffee Candy,9400,3,28200,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238
TR4104,37,51,0,Married,"17,11",2022-04-04,P3,Crackers,7500,4,30000,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238
TR90458,37,51,0,Married,"17,11",2022-03-09,P5,Thai Tea,4200,3,12600,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238
TR91007,37,51,0,Married,"17,11",2022-01-17,P10,Cheese Stick,15000,5,75000,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238
TR39340,37,51,0,Married,"17,11",2022-07-31,P2,Ginger Candy ,3200,5,16000,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753
TR89823,37,51,0,Married,"17,11",2022-07-24,P2,Ginger Candy ,3200,4,12800,14,Priangan,Priangan,Modern Trade,-5.45,105.26667
TR81797,37,51,0,Married,"17,11",2022-07-10,P1,Choco Bar,8800,10,88000,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529
TR74940,37,51,0,Married,"17,11",2022-02-02,P9,Yoghurt,10000,7,70000,13,Buana,Buana,General Trade,-1.26916,116.825264
TR19364,37,51,0,Married,"17,11",2022-09-07,P5,Thai Tea,4200,3,12600,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666
TR31635,37,51,0,Married,"17,11",2022-12-26,P6,Cashew,18000,2,36000,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666
TR89462,102,39,0,Married,"6,44",2022-12-16,P2,Ginger Candy ,3200,3,9600,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR56532,102,39,0,Married,"6,44",2022-07-31,P7,Coffee Candy,9400,4,37600,7,Buana Indah,Buana,General Trade,3.316694,114.590111
TR5995,102,39,0,Married,"6,44",2022-06-17,P3,Crackers,7500,6,45000,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403
TR59840,102,39,0,Married,"6,44",2022-09-11,P4,Potato Chip,12000,1,12000,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643
TR32721,102,39,0,Married,"6,44",2022-02-10,P6,Cashew,18000,3,54000,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238
TR81955,102,39,0,Married,"6,44",2022-08-28,P9,Yoghurt,10000,2,20000,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753
TR83042,102,39,0,Married,"6,44",2022-01-06,P2,Ginger Candy ,3200,6,19200,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513
TR11672,102,39,0,Married,"6,44",2022-03-07,P5,Thai Tea,4200,4,16800,14,Priangan,Priangan,Modern Trade,-5.45,105.26667
TR17886,102,39,0,Married,"6,44",2022-05-28,P6,Cashew,18000,2,36000,14,Priangan,Priangan,Modern Trade,-5.45,105.26667
TR44263,102,39,0,Married,"6,44",2022-09-23,P2,Ginger Candy ,3200,7,22400,14,Priangan,Priangan,Modern Trade,-5.45,105.26667
TR27511,102,39,0,Married,"6,44",2022-05-30,P7,Coffee Candy,9400,6,56400,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529
TR74606,102,39,0,Married,"6,44",2022-04-11,P5,Thai Tea,4200,4,16800,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529
TR7264,102,39,0,Married,"6,44",2022-10-18,P3,Crackers,7500,1,7500,13,Buana,Buana,General Trade,-1.26916,116.825264
TR80708,102,39,0,Married,"6,44",2022-12-05,P9,Yoghurt,10000,4,40000,13,Buana,Buana,General Trade,-1.26916,116.825264
TR57460,102,39,0,Married,"6,44",2022-05-18,P3,Crackers,7500,4,30000,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379
TR89703,81,44,0,Married,"19,49",2022-01-18,P8,Oat,16000,2,32000,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR26336,81,44,0,Married,"19,49",2022-08-07,P1,Choco Bar,8800,6,52800,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643
TR67850,81,44,0,Married,"19,49",2022-04-08,P3,Crackers,7500,1,7500,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643
TR82119,81,44,0,Married,"19,49",2022-10-22,P7,Coffee Candy,9400,4,37600,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238
TR94680,81,44,0,Married,"19,49",2022-10-06,P10,Cheese Stick,15000,5,75000,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238
TR1281,81,44,0,Married,"19,49",2022-07-03,P9,Yoghurt,10000,1,10000,13,Buana,Buana,General Trade,-1.26916,116.825264
TR78157,81,44,0,Married,"19,49",2022-04-08,P1,Choco Bar,8800,8,70400,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666
TR6617,81,44,0,Married,"19,49",2022-05-16,P1,Choco Bar,8800,5,44000,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379
TR90332,250,30,1,Married,"3,96",2022-09-23,P10,Cheese Stick,15000,2,30000,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR47387,250,30,1,Married,"3,96",2022-05-31,P10,Cheese Stick,15000,5,75000,7,Buana Indah,Buana,General Trade,3.316694,114.590111
TR48390,250,30,1,Married,"3,96",2022-06-05,P5,Thai Tea,4200,5,21000,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403
TR66576,250,30,1,Married,"3,96",2022-01-02,P7,Coffee Candy,9400,5,47000,5,Bonafid,Gita,General Trade,-7.250445,112.768845
TR38427,250,30,1,Married,"3,96",2022-03-30,P9,Yoghurt,10000,6,60000,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238
TR91047,250,30,1,Married,"3,96",2022-08-27,P10,Cheese Stick,15000,1,15000,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238
TR9366,250,30,1,Married,"3,96",2022-04-28,P5,Thai Tea,4200,4,16800,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238
TR22204,250,30,1,Married,"3,96",2022-04-06,P5,Thai Tea,4200,5,21000,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513
TR19042,250,30,1,Married,"3,96",2022-05-06,P4,Potato Chip,12000,1,12000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554
TR92519,405,18,0,Single,0,2022-04-19,P5,Thai Tea,4200,4,16800,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR42097,405,18,0,Single,0,2022-06-16,P7,Coffee Candy,9400,5,47000,7,Buana Indah,Buana,General Trade,3.316694,114.590111
TR61163,405,18,0,Single,0,2022-10-10,P7,Coffee Candy,9400,2,18800,7,Buana Indah,Buana,General Trade,3.316694,114.590111
TR70759,405,18,0,Single,0,2022-07-16,P2,Ginger Candy ,3200,3,9600,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238
TR36786,405,18,0,Single,0,2022-11-16,P1,Choco Bar,8800,6,52800,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753
TR67712,405,18,0,Single,0,2022-02-03,P1,Choco Bar,8800,4,35200,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379
TR89575,405,18,0,Single,0,2022-06-11,P8,Oat,16000,2,32000,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379
TR9402,161,41,0,Married,"20,02",2022-08-29,P7,Coffee Candy,9400,2,18800,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR37185,161,41,0,Married,"20,02",2022-08-27,P10,Cheese Stick,15000,4,60000,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403
TR26924,161,41,0,Married,"20,02",2022-12-30,P4,Potato Chip,12000,3,36000,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643
TR60204,161,41,0,Married,"20,02",2022-03-25,P9,Yoghurt,10000,3,30000,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643
TR87914,161,41,0,Married,"20,02",2022-01-06,P5,Thai Tea,4200,4,16800,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643
TR1673,161,41,0,Married,"20,02",2022-07-21,P9,Yoghurt,10000,5,50000,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513
TR76940,161,41,0,Married,"20,02",2022-11-07,P4,Potato Chip,12000,2,24000,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513
TR87715,161,41,0,Married,"20,02",2022-11-25,P10,Cheese Stick,15000,1,15000,13,Buana,Buana,General Trade,-1.26916,116.825264
TR34015,161,41,0,Married,"20,02",2022-02-08,P6,Cashew,18000,3,54000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554
TR35363,161,41,0,Married,"20,02",2022-03-12,P4,Potato Chip,12000,3,36000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554
TR94559,369,32,0,Married,"10,62",2022-04-04,P3,Crackers,7500,5,37500,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR1318,369,32,0,Married,"10,62",2022-09-10,P6,Cashew,18000,1,18000,7,Buana Indah,Buana,General Trade,3.316694,114.590111
TR28701,369,32,0,Married,"10,62",2022-09-04,P1,Choco Bar,8800,7,61600,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403
TR18017,369,32,0,Married,"10,62",2022-01-26,P10,Cheese Stick,15000,3,45000,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753
TR52322,369,32,0,Married,"10,62",2022-05-24,P1,Choco Bar,8800,10,88000,14,Priangan,Priangan,Modern Trade,-5.45,105.26667
TR90705,369,32,0,Married,"10,62",2022-02-12,P2,Ginger Candy ,3200,5,16000,14,Priangan,Priangan,Modern Trade,-5.45,105.26667
TR58613,369,32,0,Married,"10,62",2022-08-19,P1,Choco Bar,8800,5,44000,13,Buana,Buana,General Trade,-1.26916,116.825264
TR40617,369,32,0,Married,"10,62",2022-10-19,P5,Thai Tea,4200,3,12600,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666
TR49206,369,32,0,Married,"10,62",2022-11-13,P10,Cheese Stick,15000,4,60000,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666
TR63886,369,32,0,Married,"10,62",2022-08-24,P8,Oat,16000,2,32000,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666
TR31235,369,32,0,Married,"10,62",2022-02-08,P7,Coffee Candy,9400,6,56400,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554
TR94616,320,30,0,Married,"3,72",2022-08-18,P7,Coffee Candy,9400,2,18800,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
